,Ngày,Lần,cuối,Mở,Cao,Thấp,KL,%,Thay,đổi
0,Ngày,Lần,cuối,Mở,Cao,Thấp,KL,%,Thay,đổi
858,03/04/2018,"1,436.50","1,436.50","1,436.50","1,436.50",0.70K,-0.64%,,,
859,02/04/2018,"1,445.80","1,445.80","1,445.80","1,445.80",0.65K,1.39%,,,
860,29/03/2018,"1,426.00","1,426.00","1,426.00","1,426.00",5.59K,-0.20%,,,
861,28/03/2018,"1,428.90","1,428.90","1,428.90","1,428.90",59.28K,-1.31%,,,
862,27/03/2018,"1,447.80","1,447.80","1,447.80","1,447.80",0.01K,-0.90%,,,
863,26/03/2018,"1,461.00","1,461.00","1,461.00","1,461.00",0.01K,0.41%,,,
864,23/03/2018,"1,455.00","1,455.00","1,455.00","1,455.00",0.01K,1.59%,,,
865,22/03/2018,"1,432.20","1,432.20","1,432.20","1,432.20",0.00K,0.39%,,,
866,21/03/2018,"1,426.60","1,426.60","1,426.60","1,426.60",0.01K,0.73%,,,
867,20/03/2018,"1,416.20","1,416.20","1,416.20","1,416.20",0.00K,-0.39%,,,
868,19/03/2018,"1,421.70","1,421.70","1,421.70","1,421.70",0.01K,0.38%,,,
869,16/03/2018,"1,416.30","1,416.30","1,416.30","1,416.30",0.03K,-0.38%,,,
870,15/03/2018,"1,421.70","1,421.70","1,421.70","1,421.70",0.10K,-0.56%,,,
871,14/03/2018,"1,429.70","1,429.70","1,429.70","1,429.70",0.03K,-0.12%,,,
872,13/03/2018,"1,431.40","1,433.40","1,433.40","1,433.40",0.00K,0.46%,,,
873,12/03/2018,"1,424.80","1,424.80","1,424.80","1,424.80",0.00K,-0.22%,,,
874,09/03/2018,"1,428.00","1,428.00","1,428.00","1,428.00",0.09K,0.30%,,,
875,08/03/2018,"1,423.70","1,423.70","1,423.70","1,423.70",0.06K,-0.29%,,,
876,07/03/2018,"1,427.90","1,427.90","1,427.90","1,427.90",0.03K,-0.56%,,,
877,06/03/2018,"1,435.90","1,435.90","1,435.90","1,435.90",0.02K,1.08%,,,
878,05/03/2018,"1,420.50","1,420.50","1,420.50","1,420.50",0.02K,-0.26%,,,
879,02/03/2018,"1,424.20","1,424.20","1,424.20","1,424.20",0.16K,1.29%,,,
880,01/03/2018,"1,406.00","1,406.00","1,406.00","1,406.00",0.04K,-0.93%,,,
881,28/02/2018,"1,419.20","1,419.20","1,419.20","1,419.20",0.06K,-0.03%,,,
882,27/02/2018,"1,419.60","1,419.60","1,419.60","1,419.60",0.05K,-0.94%,,,
883,26/02/2018,"1,433.10","1,433.10","1,433.10","1,433.10",0.04K,0.29%,,,
884,23/02/2018,"1,429.00","1,429.00","1,429.00","1,429.00",0.43K,-0.17%,,,
885,22/02/2018,"1,431.40","1,431.40","1,431.40","1,431.40",0.07K,0.06%,,,
886,21/02/2018,"1,430.60","1,430.60","1,430.60","1,430.60",0.12K,0.15%,,,
887,20/02/2018,"1,428.40","1,428.40","1,428.40","1,428.40",0.28K,5.98%,,,
888,19/02/2018,"1,347.80","1,350.40","1,353.90","1,347.40",-,-0.20%,,,
889,18/02/2018,"1,350.50","1,349.70","1,352.40","1,349.70",-,-7.04%,,,
890,16/02/2018,"1,452.80","1,452.80","1,452.80","1,452.80",0.11K,0.09%,,,
891,15/02/2018,"1,451.50","1,451.50","1,451.50","1,451.50",0.11K,-0.10%,,,
892,14/02/2018,"1,452.90","1,452.90","1,452.90","1,452.90",0.40K,1.97%,,,
893,13/02/2018,"1,424.80","1,424.80","1,424.80","1,424.80",0.07K,0.27%,,,
894,12/02/2018,"1,420.90","1,420.90","1,420.90","1,420.90",0.14K,0.77%,,,
895,09/02/2018,"1,410.10","1,410.10","1,410.10","1,410.10",0.00K,-0.33%,,,
896,08/02/2018,"1,414.80","1,414.80","1,414.80","1,414.80",0.46K,0.29%,,,
897,07/02/2018,"1,410.70","1,410.70","1,410.70","1,410.70",0.49K,-1.03%,,,
898,06/02/2018,"1,425.40","1,425.40","1,425.40","1,425.40",0.53K,-0.52%,,,
899,05/02/2018,"1,432.90","1,432.90","1,432.90","1,432.90",0.64K,-0.12%,,,
900,02/02/2018,"1,434.60","1,434.60","1,434.60","1,434.60",2.84K,-0.73%,,,
901,01/02/2018,"1,445.10","1,445.10","1,445.10","1,445.10",1.68K,0.40%,,,
902,31/01/2018,"1,439.40","1,439.40","1,439.40","1,439.40",4.88K,0.22%,,,
903,30/01/2018,"1,436.20","1,436.20","1,436.20","1,436.20",52.10K,-0.35%,,,
904,29/01/2018,"1,441.30","1,441.30","1,441.30","1,441.30",0.00K,-0.85%,,,
905,26/01/2018,"1,453.70","1,453.70","1,453.70","1,453.70",0.05K,-0.64%,,,
906,25/01/2018,"1,463.10","1,463.10","1,463.10","1,463.10",0.00K,0.47%,,,
907,24/01/2018,"1,456.30","1,456.30","1,456.30","1,456.30",0.02K,1.54%,,,
908,23/01/2018,"1,434.20","1,434.20","1,434.20","1,434.20",0.05K,0.32%,,,
909,22/01/2018,"1,429.60","1,429.60","1,429.60","1,429.60",0.16K,0.26%,,,
910,19/01/2018,"1,425.90","1,425.90","1,425.90","1,425.90",0.05K,0.49%,,,
911,18/01/2018,"1,419.00","1,419.00","1,419.00","1,419.00",0.21K,-0.84%,,,
912,17/01/2018,"1,431.00","1,431.00","1,431.00","1,431.00",0.03K,0.20%,,,
913,16/01/2018,"1,428.10","1,428.10","1,428.10","1,428.10",0.01K,6.43%,,,
914,15/01/2018,"1,341.80","1,337.30","1,344.90","1,337.00",-,0.33%,,,
915,14/01/2018,"1,337.40","1,337.70","1,338.60","1,336.40",-,-6.19%,,,
916,12/01/2018,"1,425.70","1,425.70","1,425.70","1,425.70",0.01K,1.01%,,,
917,11/01/2018,"1,411.40","1,411.40","1,411.40","1,411.40",0.01K,0.22%,,,
918,10/01/2018,"1,408.30","1,408.30","1,408.30","1,408.30",0.00K,0.50%,,,
919,09/01/2018,"1,401.30","1,398.00","1,398.00","1,398.00",0.00K,-0.43%,,,
920,08/01/2018,"1,407.40","1,407.40","1,407.40","1,407.40",0.04K,-0.06%,,,
921,05/01/2018,"1,408.30","1,408.30","1,408.30","1,408.30",0.00K,0.07%,,,
922,04/01/2018,"1,407.30","1,407.30","1,407.30","1,407.30",0.00K,0.24%,,,
923,03/01/2018,"1,404.00","1,399.00","1,399.00","1,399.00",0.00K,0.28%,,,
924,02/01/2018,"1,400.10","1,400.10","1,400.10","1,400.10",0.00K,6.98%,,,
925,01/01/2018,"1,308.70","1,305.80","1,309.70","1,304.60",-,-5.98%,,,
926,29/12/2017,"1,391.90","1,391.90","1,391.90","1,391.90",0.07K,0.91%,,,
927,28/12/2017,"1,379.40","1,372.10","1,372.10","1,372.00",0.01K,0.52%,,,
928,27/12/2017,"1,372.30","1,372.30","1,372.30","1,372.30",0.07K,0.28%,,,
929,26/12/2017,"1,368.50","1,368.50","1,368.50","1,368.50",0.08K,7.09%,,,
930,25/12/2017,"1,277.90","1,278.90","1,279.50","1,277.90",-,-6.02%,,,
931,22/12/2017,"1,359.80","1,353.70","1,354.30","1,353.70",0.00K,0.63%,,,
932,21/12/2017,"1,351.30","1,351.30","1,351.30","1,351.30",0.23K,0.07%,,,
933,20/12/2017,"1,350.40","1,350.40","1,350.40","1,350.40",0.06K,0.42%,,,
934,19/12/2017,"1,344.80","1,344.80","1,344.80","1,344.80",0.33K,-0.06%,,,
935,18/12/2017,"1,345.60","1,345.60","1,345.60","1,345.60",0.05K,0.61%,,,
936,15/12/2017,"1,337.40","1,337.40","1,337.40","1,337.40",0.58K,0.01%,,,
937,14/12/2017,"1,337.20","1,342.00","1,342.00","1,334.00",0.00K,0.64%,,,
938,13/12/2017,"1,328.70","1,328.70","1,328.70","1,328.70",0.35K,0.51%,,,
939,12/12/2017,"1,321.90","1,321.90","1,321.90","1,321.90",0.06K,-0.37%,,,
940,11/12/2017,"1,326.80","1,326.80","1,326.80","1,326.80",0.15K,-0.10%,,,
941,08/12/2017,"1,328.10","1,330.50","1,330.50","1,330.50",0.00K,-0.37%,,,
942,07/12/2017,"1,333.00","1,327.60","1,327.60","1,327.60",0.01K,-0.98%,,,
943,06/12/2017,"1,346.20","1,346.20","1,346.20","1,346.20",0.37K,0.08%,,,
944,05/12/2017,"1,345.10","1,345.10","1,345.10","1,345.10",1.50K,-0.95%,,,
945,04/12/2017,"1,358.00","1,358.00","1,358.00","1,358.00",0.85K,-0.35%,,,
946,01/12/2017,"1,362.80","1,362.80","1,362.80","1,362.80",0.82K,0.41%,,,
947,30/11/2017,"1,357.30","1,357.30","1,357.30","1,357.30",3.05K,-0.67%,,,
948,29/11/2017,"1,366.40","1,382.00","1,382.00","1,382.00",0.01K,-0.91%,,,
949,28/11/2017,"1,379.00","1,379.00","1,379.00","1,379.00",4.06K,0.02%,,,
950,27/11/2017,"1,378.70","1,378.70","1,378.70","1,378.70",0.00K,0.52%,,,
951,24/11/2017,"1,371.60","1,371.60","1,371.60","1,371.60",0.01K,6.19%,,,
952,23/11/2017,"1,291.66","1,291.19","1,293.87","1,287.65",-,-6.16%,,,
953,22/11/2017,"1,376.40","1,376.40","1,376.40","1,376.40",0.03K,0.85%,,,
954,21/11/2017,"1,364.80","1,364.80","1,364.80","1,364.80",0.02K,0.53%,,,
955,20/11/2017,"1,357.60","1,357.60","1,357.60","1,357.60",0.00K,-1.48%,,,
956,17/11/2017,"1,378.00","1,378.00","1,378.00","1,378.00",0.00K,1.37%,,,
957,16/11/2017,"1,359.40","1,359.40","1,359.40","1,359.40",0.04K,0.05%,,,
958,15/11/2017,"1,358.70","1,358.70","1,358.70","1,358.70",0.01K,-0.40%,,,
959,14/11/2017,"1,364.20","1,364.20","1,364.20","1,364.20",0.00K,0.28%,,,
960,13/11/2017,"1,360.40","1,360.40","1,360.40","1,360.40",0.02K,0.44%,,,
961,10/11/2017,"1,354.50","1,354.50","1,354.50","1,354.50",0.10K,-0.90%,,,
962,09/11/2017,"1,366.80","1,366.80","1,366.80","1,366.80",0.02K,0.33%,,,
963,08/11/2017,"1,362.30","1,362.30","1,362.30","1,362.30",0.02K,0.62%,,,
964,07/11/2017,"1,353.90","1,353.90","1,353.90","1,353.90",0.01K,-0.43%,,,
965,06/11/2017,"1,359.70","1,359.70","1,359.70","1,359.70",0.13K,0.95%,,,
966,03/11/2017,"1,346.90","1,346.90","1,346.90","1,346.90",0.08K,-0.63%,,,
967,02/11/2017,"1,355.40","1,355.40","1,355.40","1,355.40",0.07K,0.06%,,,
968,01/11/2017,"1,354.60","1,354.60","1,354.60","1,354.60",0.08K,0.51%,,,
969,31/10/2017,"1,347.70","1,347.70","1,347.70","1,347.70",0.24K,-0.53%,,,
970,30/10/2017,"1,354.90","1,354.90","1,354.90","1,354.90",0.22K,0.43%,,,
971,27/10/2017,"1,349.10","1,351.70","1,351.70","1,351.70",0.00K,0.19%,,,
972,26/10/2017,"1,346.50","1,346.50","1,346.50","1,346.50",0.04K,-0.66%,,,
973,25/10/2017,"1,355.50","1,355.50","1,355.50","1,355.50",0.11K,0.10%,,,
974,24/10/2017,"1,354.20","1,354.20","1,354.20","1,354.20",0.11K,-0.20%,,,
975,23/10/2017,"1,356.90","1,356.90","1,356.90","1,356.90",0.12K,0.05%,,,
976,20/10/2017,"1,356.20","1,356.20","1,356.20","1,356.20",0.30K,-0.71%,,,
977,19/10/2017,"1,365.90","1,365.90","1,365.90","1,365.90",0.13K,0.49%,,,
978,18/10/2017,"1,359.30","1,359.30","1,359.30","1,359.30",0.16K,-0.23%,,,
979,17/10/2017,"1,362.50","1,362.50","1,362.50","1,362.50",0.57K,-1.25%,,,
980,16/10/2017,"1,379.70","1,382.00","1,382.00","1,382.00",0.01K,-0.05%,,,
981,13/10/2017,"1,380.40","1,372.00","1,372.00","1,372.00",0.00K,0.59%,,,
982,12/10/2017,"1,372.30","1,372.30","1,372.30","1,372.30",0.01K,0.57%,,,
983,11/10/2017,"1,364.50","1,364.50","1,364.50","1,364.50",0.02K,-0.36%,,,
984,10/10/2017,"1,369.40","1,374.70","1,374.70","1,374.70",0.00K,0.66%,,,
985,09/10/2017,"1,360.40","1,362.00","1,362.00","1,362.00",0.00K,0.77%,,,
986,06/10/2017,"1,350.00","1,350.00","1,350.00","1,350.00",0.05K,0.13%,,,
987,05/10/2017,"1,348.30","1,348.30","1,348.30","1,348.30",0.04K,-0.20%,,,
988,04/10/2017,"1,351.00","1,351.00","1,351.00","1,351.00",0.22K,0.16%,,,
989,03/10/2017,"1,348.80","1,353.30","1,353.30","1,353.30",0.00K,-0.10%,,,
990,02/10/2017,"1,350.10","1,350.10","1,350.10","1,350.10",0.14K,-0.55%,,,
991,29/09/2017,"1,357.60","1,357.60","1,357.60","1,357.60",0.49K,-0.27%,,,
992,28/09/2017,"1,361.30","1,361.30","1,361.30","1,361.30",0.05K,0.04%,,,
993,27/09/2017,"1,360.70","1,360.70","1,360.70","1,360.70",0.02K,-0.98%,,,
994,26/09/2017,"1,374.10","1,374.10","1,374.10","1,374.10",0.04K,-0.68%,,,
995,25/09/2017,"1,383.50","1,382.00","1,382.00","1,382.00",0.00K,1.03%,,,
996,22/09/2017,"1,369.40","1,369.40","1,369.40","1,369.40",0.21K,0.20%,,,
997,21/09/2017,"1,366.70","1,367.30","1,367.30","1,367.30",0.00K,-1.56%,,,
998,20/09/2017,"1,388.30","1,388.30","1,388.30","1,388.30",0.01K,0.41%,,,
999,19/09/2017,"1,382.60","1,382.60","1,382.60","1,382.60",0.05K,0.17%,,,
1000,18/09/2017,"1,380.30","1,380.30","1,380.30","1,380.30",0.00K,-1.06%,,,
1001,15/09/2017,"1,395.10","1,395.10","1,395.10","1,395.10",0.02K,-0.29%,,,
1002,14/09/2017,"1,399.20","1,399.20","1,399.20","1,399.20",0.32K,0.18%,,,
1003,13/09/2017,"1,396.70","1,396.70","1,396.70","1,396.70",0.08K,-0.36%,,,
1004,12/09/2017,"1,401.80","1,406.60","1,406.60","1,406.60",0.03K,-0.16%,,,
1005,11/09/2017,"1,404.10","1,404.10","1,404.10","1,404.10",0.00K,-1.07%,,,
1006,08/09/2017,"1,419.30","1,419.30","1,419.30","1,419.30",0.04K,0.09%,,,
1007,07/09/2017,"1,418.00","1,418.00","1,418.00","1,418.00",0.03K,0.86%,,,
1008,06/09/2017,"1,405.90","1,405.90","1,405.90","1,405.90",0.08K,-0.38%,,,
1009,05/09/2017,"1,411.20","1,411.20","1,411.20","1,411.20",0.01K,5.46%,,,
1010,04/09/2017,"1,338.08","1,341.21","1,344.59","1,337.01",-,-0.23%,,,
1011,03/09/2017,"1,341.22","1,340.54","1,342.07","1,338.96",-,-4.00%,,,
1012,01/09/2017,"1,397.10","1,397.10","1,397.10","1,397.10",0.04K,0.62%,,,
1013,31/08/2017,"1,388.50","1,389.50","1,393.70","1,389.50",0.00K,0.55%,,,
1014,30/08/2017,"1,380.90","1,380.90","1,380.90","1,380.90",0.37K,-0.35%,,,
1015,29/08/2017,"1,385.70","1,385.70","1,385.70","1,385.70",0.30K,0.22%,,,
1016,28/08/2017,"1,382.60","1,381.90","1,381.90","1,381.90",0.00K,1.30%,,,
1017,25/08/2017,"1,364.80","1,364.80","1,364.80","1,364.80",0.28K,0.43%,,,
1018,24/08/2017,"1,358.90","1,358.90","1,358.90","1,358.90",0.55K,-0.21%,,,
1019,23/08/2017,"1,361.70","1,361.70","1,361.70","1,361.70",0.25K,0.23%,,,
1020,22/08/2017,"1,358.60","1,358.60","1,358.60","1,358.60",0.10K,-0.40%,,,
1021,21/08/2017,"1,364.10","1,364.10","1,364.10","1,364.10",0.02K,0.39%,,,
1022,18/08/2017,"1,358.80","1,362.70","1,372.50","1,362.70",0.00K,-0.08%,,,
1023,17/08/2017,"1,359.90","1,359.90","1,359.90","1,359.90",0.04K,0.67%,,,
1024,16/08/2017,"1,350.80","1,350.80","1,350.80","1,350.80",0.11K,0.24%,,,
1025,15/08/2017,"1,347.50","1,347.50","1,347.50","1,347.50",0.19K,-0.78%,,,
1026,14/08/2017,"1,358.10","1,358.10","1,358.10","1,358.10",0.34K,-0.24%,,,
1027,11/08/2017,"1,361.40","1,361.40","1,361.40","1,361.40",0.14K,0.27%,,,
1028,10/08/2017,"1,357.80","1,357.80","1,357.80","1,357.80",0.61K,0.80%,,,
1029,09/08/2017,"1,347.00","1,347.00","1,347.00","1,347.00",0.57K,1.25%,,,
1030,08/08/2017,"1,330.40","1,330.40","1,330.40","1,330.40",0.56K,-0.12%,,,
1031,07/08/2017,"1,332.00","1,326.40","1,326.40","1,326.40",0.00K,0.02%,,,
1032,04/08/2017,"1,331.70","1,331.70","1,331.70","1,331.70",0.52K,-0.74%,,,
1033,03/08/2017,"1,341.60","1,341.60","1,341.60","1,341.60",0.00K,-0.29%,,,
1034,02/08/2017,"1,345.50","1,345.50","1,345.50","1,345.50",0.39K,-0.06%,,,
1035,01/08/2017,"1,346.30","1,346.30","1,346.30","1,346.30",1.06K,0.42%,,,
1036,31/07/2017,"1,340.70","1,340.70","1,340.70","1,340.70",7.78K,-0.14%,,,
1037,28/07/2017,"1,342.60","1,342.60","1,342.60","1,342.60",64.18K,0.67%,,,
1038,27/07/2017,"1,333.70","1,333.70","1,333.70","1,333.70",0.05K,0.85%,,,
1039,26/07/2017,"1,322.40","1,322.40","1,322.40","1,322.40",0.00K,-0.06%,,,
1040,25/07/2017,"1,323.20","1,323.20","1,323.20","1,323.20",0.02K,-0.17%,,,
1041,24/07/2017,"1,325.40","1,323.60","1,323.60","1,323.60",0.00K,-0.04%,,,
1042,21/07/2017,"1,325.90","1,325.90","1,325.90","1,325.90",0.02K,0.67%,,,
1043,20/07/2017,"1,317.10","1,317.10","1,317.10","1,317.10",0.01K,0.26%,,,
1044,19/07/2017,"1,313.70","1,313.70","1,313.70","1,313.70",0.00K,0.02%,,,
1045,18/07/2017,"1,313.50","1,313.50","1,313.50","1,313.50",0.03K,0.62%,,,
1046,17/07/2017,"1,305.40","1,305.40","1,305.40","1,305.40",0.01K,0.51%,,,
1047,14/07/2017,"1,298.80","1,289.00","1,289.00","1,289.00",0.00K,0.80%,,,
1048,13/07/2017,"1,288.50","1,288.50","1,288.50","1,288.50",0.01K,-0.21%,,,
1049,12/07/2017,"1,291.20","1,291.20","1,291.20","1,291.20",0.01K,0.27%,,,
1050,11/07/2017,"1,287.70","1,287.70","1,287.70","1,287.70",0.01K,0.13%,,,
1051,10/07/2017,"1,286.00","1,286.00","1,286.00","1,286.00",0.03K,0.28%,,,
1052,07/07/2017,"1,282.40","1,282.30","1,282.30","1,282.30",0.00K,-1.10%,,,
1053,06/07/2017,"1,296.70","1,296.70","1,296.70","1,296.70",0.00K,0.22%,,,
1054,05/07/2017,"1,293.90","1,293.90","1,293.90","1,293.90",0.00K,5.41%,,,
1055,04/07/2017,"1,227.55","1,224.30","1,228.03","1,221.49",-,-4.91%,,,
1056,03/07/2017,"1,290.90","1,289.90","1,289.90","1,289.00",0.02K,-1.76%,,,
1057,30/06/2017,"1,314.00","1,314.00","1,314.00","1,314.00",0.04K,-0.28%,,,
1058,29/06/2017,"1,317.70","1,322.80","1,322.80","1,313.70",0.00K,-0.23%,,,
1059,28/06/2017,"1,320.80","1,320.80","1,320.80","1,320.80",0.01K,0.18%,,,
1060,27/06/2017,"1,318.40","1,318.40","1,318.40","1,318.40",0.11K,0.05%,,,
1061,26/06/2017,"1,317.70","1,317.70","1,317.70","1,317.70",0.19K,-0.75%,,,
1062,23/06/2017,"1,327.70","1,327.70","1,327.70","1,327.70",0.00K,0.55%,,,
1063,22/06/2017,"1,320.40","1,320.40","1,320.40","1,320.40",0.16K,0.25%,,,
1064,21/06/2017,"1,317.10","1,317.10","1,317.10","1,317.10",0.01K,0.14%,,,
1065,20/06/2017,"1,315.20","1,315.20","1,315.20","1,315.20",0.08K,-0.27%,,,
1066,19/06/2017,"1,318.80","1,318.80","1,318.80","1,318.80",0.11K,-0.73%,,,
1067,16/06/2017,"1,328.50","1,328.50","1,328.50","1,328.50",0.03K,0.13%,,,
1068,15/06/2017,"1,326.80","1,326.80","1,326.80","1,326.80",0.74K,-1.59%,,,
1069,14/06/2017,"1,348.20","1,348.20","1,348.20","1,348.20",0.34K,0.52%,,,
1070,13/06/2017,"1,341.20","1,342.80","1,342.80","1,342.80",0.00K,-0.02%,,,
1071,12/06/2017,"1,341.50","1,341.50","1,341.50","1,341.50",0.26K,-0.18%,,,
1072,09/06/2017,"1,343.90","1,343.90","1,343.90","1,343.90",0.00K,-0.59%,,,
1073,08/06/2017,"1,351.90","1,351.90","1,351.90","1,351.90",0.32K,-1.00%,,,
1074,07/06/2017,"1,365.60","1,365.60","1,365.60","1,365.60",0.64K,-0.32%,,,
1075,06/06/2017,"1,370.00","1,370.00","1,370.00","1,370.00",0.94K,1.06%,,,
1076,05/06/2017,"1,355.60","1,355.60","1,355.60","1,355.60",0.43K,0.18%,,,
1077,02/06/2017,"1,353.10","1,353.10","1,353.10","1,353.10",1.73K,0.74%,,,
1078,01/06/2017,"1,343.20","1,343.20","1,343.20","1,343.20",0.83K,-0.39%,,,
1079,31/05/2017,"1,348.50","1,348.50","1,348.50","1,348.50",2.71K,0.70%,,,
1080,30/05/2017,"1,339.10","1,339.10","1,339.10","1,339.10",129.82K,5.72%,,,
1081,29/05/2017,"1,266.69","1,268.02","1,268.60","1,264.96",-,-0.12%,,,
1082,28/05/2017,"1,268.22","1,266.31","1,269.02","1,266.31",-,-5.69%,,,
1083,26/05/2017,"1,344.80","1,344.80","1,344.80","1,344.80",0.00K,0.86%,,,
1084,25/05/2017,"1,333.30","1,333.30","1,333.30","1,333.30",0.01K,0.27%,,,
1085,24/05/2017,"1,329.70","1,329.70","1,329.70","1,329.70",0.01K,-0.18%,,,
1086,23/05/2017,"1,332.10","1,332.10","1,332.10","1,332.10",0.02K,-0.44%,,,
1087,22/05/2017,"1,338.00","1,338.00","1,338.00","1,338.00",0.01K,0.61%,,,
1088,19/05/2017,"1,329.90","1,329.90","1,329.90","1,329.90",0.01K,0.05%,,,
1089,18/05/2017,"1,329.20","1,339.80","1,340.00","1,339.80",0.04K,-0.52%,,,
1090,17/05/2017,"1,336.20","1,336.20","1,336.20","1,336.20",0.03K,1.66%,,,
1091,16/05/2017,"1,314.40","1,312.70","1,312.70","1,312.70",0.00K,0.49%,,,
1092,15/05/2017,"1,308.00","1,307.50","1,308.00","1,307.50",0.00K,0.18%,,,
1093,12/05/2017,"1,305.70","1,305.70","1,305.70","1,305.70",0.03K,0.21%,,,
1094,11/05/2017,"1,302.90","1,302.90","1,302.90","1,302.90",0.01K,0.41%,,,
1095,10/05/2017,"1,297.60","1,305.00","1,305.20","1,305.00",0.01K,0.19%,,,
1096,09/05/2017,"1,295.10","1,306.10","1,306.10","1,303.20",0.01K,-0.84%,,,
1097,08/05/2017,"1,306.10","1,306.10","1,306.10","1,306.10",0.04K,0.02%,,,
1098,05/05/2017,"1,305.80","1,305.80","1,305.80","1,305.80",0.02K,-0.12%,,,
1099,04/05/2017,"1,307.40","1,312.10","1,312.10","1,312.10",0.00K,-1.52%,,,
1100,03/05/2017,"1,327.60","1,326.90","1,326.90","1,326.90",0.00K,-0.64%,,,
1101,02/05/2017,"1,336.10","1,336.10","1,336.10","1,336.10",0.09K,0.11%,,,
1102,01/05/2017,"1,334.60","1,334.60","1,334.60","1,334.60",0.03K,-0.93%,,,
1103,28/04/2017,"1,347.10","1,347.10","1,347.10","1,347.10",0.09K,0.18%,,,
1104,27/04/2017,"1,344.70","1,344.70","1,344.70","1,344.70",0.21K,0.13%,,,
1105,26/04/2017,"1,343.00","1,343.00","1,343.00","1,343.00",0.10K,-0.22%,,,
1106,25/04/2017,"1,346.00","1,346.00","1,346.00","1,346.00",0.36K,-0.72%,,,
1107,24/04/2017,"1,355.80","1,355.80","1,355.80","1,355.80",0.61K,-0.82%,,,
1108,21/04/2017,"1,367.00","1,359.80","1,378.00","1,359.80",0.00K,0.39%,,,
1109,20/04/2017,"1,361.70","1,361.70","1,361.70","1,361.70",0.13K,0.09%,,,
1110,19/04/2017,"1,360.50","1,360.50","1,360.50","1,360.50",0.19K,-0.76%,,,
1111,18/04/2017,"1,370.90","1,370.90","1,370.90","1,370.90",0.00K,0.08%,,,
1112,17/04/2017,"1,369.80","1,369.80","1,369.80","1,369.80",0.07K,6.21%,,,
1113,14/04/2017,"1,289.65","1,289.65","1,289.65","1,289.65",-,-5.64%,,,
1114,13/04/2017,"1,366.70","1,366.70","1,366.70","1,366.70",0.92K,0.69%,,,
1115,12/04/2017,"1,357.30","1,357.30","1,357.30","1,357.30",0.00K,0.29%,,,
1116,11/04/2017,"1,353.40","1,353.40","1,353.40","1,353.40",0.40K,1.51%,,,
1117,10/04/2017,"1,333.30","1,333.30","1,333.30","1,333.30",0.18K,-0.26%,,,
1118,07/04/2017,"1,336.80","1,336.80","1,336.80","1,336.80",0.00K,0.33%,,,
1119,06/04/2017,"1,332.40","1,332.40","1,332.40","1,332.40",0.00K,0.37%,,,
1120,05/04/2017,"1,327.50","1,327.50","1,327.50","1,327.50",0.91K,-0.70%,,,
1121,04/04/2017,"1,336.80","1,333.10","1,333.10","1,333.10",0.00K,0.31%,,,
1122,03/04/2017,"1,332.70","1,332.70","1,332.70","1,332.70",1.16K,0.22%,,,
1123,31/03/2017,"1,329.80","1,339.00","1,339.00","1,339.00",0.00K,0.23%,,,
1124,30/03/2017,"1,326.70","1,344.00","1,344.00","1,341.30",0.00K,-0.66%,,,
1125,29/03/2017,"1,335.50","1,335.50","1,335.50","1,335.50",0.04K,-0.15%,,,
1126,28/03/2017,"1,337.50","1,338.70","1,338.70","1,338.70",0.00K,0.01%,,,
1127,27/03/2017,"1,337.40","1,337.40","1,337.40","1,337.40",0.07K,0.53%,,,
1128,24/03/2017,"1,330.40","1,330.40","1,330.40","1,330.40",0.00K,0.14%,,,
1129,23/03/2017,"1,328.50","1,328.50","1,328.50","1,328.50",0.02K,-0.23%,,,
1130,22/03/2017,"1,331.50","1,331.50","1,331.50","1,331.50",0.00K,0.19%,,,
1131,21/03/2017,"1,329.00","1,316.50","1,316.50","1,316.50",0.00K,0.90%,,,
1132,20/03/2017,"1,317.20","1,317.20","1,317.20","1,317.20",0.02K,0.27%,,,
1133,17/03/2017,"1,313.60","1,313.60","1,313.60","1,313.60",0.03K,0.22%,,,
1134,16/03/2017,"1,310.70","1,310.70","1,310.70","1,310.70",0.05K,2.06%,,,
1135,15/03/2017,"1,284.30","1,284.30","1,284.30","1,284.30",0.04K,-0.16%,,,
1136,14/03/2017,"1,286.30","1,286.30","1,286.30","1,286.30",0.02K,-0.02%,,,
1137,13/03/2017,"1,286.60","1,294.00","1,294.00","1,294.00",0.02K,0.20%,,,
1138,10/03/2017,"1,284.00","1,284.00","1,284.00","1,284.00",0.00K,-0.13%,,,
1139,09/03/2017,"1,285.70","1,285.70","1,285.70","1,285.70",0.04K,-0.48%,,,
1140,08/03/2017,"1,291.90","1,291.90","1,291.90","1,291.90",0.02K,-0.45%,,,
1141,07/03/2017,"1,297.70","1,307.60","1,307.60","1,307.50",0.03K,-0.73%,,,
1142,06/03/2017,"1,307.30","1,307.30","1,307.30","1,307.30",0.03K,-0.11%,,,
1143,03/03/2017,"1,308.80","1,308.80","1,308.80","1,308.80",0.12K,-0.39%,,,
1144,02/03/2017,"1,313.90","1,313.90","1,313.90","1,313.90",0.08K,-1.29%,,,
1145,01/03/2017,"1,331.10","1,331.10","1,331.10","1,331.10",0.14K,-0.24%,,,
1146,28/02/2017,"1,334.30","1,334.30","1,334.30","1,334.30",0.72K,-0.36%,,,
1147,27/02/2017,"1,339.10","1,339.10","1,339.10","1,339.10",0.54K,0.05%,,,
1148,24/02/2017,"1,338.40","1,338.40","1,338.40","1,338.40",0.09K,0.50%,,,
