,Ngày,Lần,cuối,Mở,Cao,Thấp,KL,%,Thay,đổi
0,Ngày,Lần,cuối,Mở,Cao,Thấp,KL,%,Thay,đổi
1149,23/02/2017,"1,331.70","1,331.70","1,331.70","1,331.70",0.03K,1.40%,,,
1150,22/02/2017,"1,313.30","1,313.30","1,313.30","1,313.30",0.00K,-0.45%,,,
1151,21/02/2017,"1,319.20","1,319.20","1,319.20","1,319.20",0.00K,6.54%,,,
1152,20/02/2017,"1,238.20","1,237.25","1,240.15","1,233.50",-,0.07%,,,
1153,19/02/2017,"1,237.30","1,236.00","1,239.25","1,236.00",-,-6.22%,,,
1154,17/02/2017,"1,319.40","1,319.40","1,319.40","1,319.40",0.30K,-0.25%,,,
1155,16/02/2017,"1,322.70","1,322.70","1,322.70","1,322.70",0.00K,0.65%,,,
1156,15/02/2017,"1,314.20","1,314.20","1,314.20","1,314.20",0.18K,0.71%,,,
1157,14/02/2017,"1,304.90","1,304.90","1,304.90","1,304.90",0.16K,0.00%,,,
1158,13/02/2017,"1,304.90","1,304.90","1,304.90","1,304.90",0.40K,-0.73%,,,
1159,10/02/2017,"1,314.50","1,319.00","1,319.00","1,319.00",0.00K,-0.07%,,,
1160,09/02/2017,"1,315.40","1,315.40","1,315.40","1,315.40",0.89K,-0.22%,,,
1161,08/02/2017,"1,318.30","1,323.90","1,323.90","1,323.90",0.00K,0.14%,,,
1162,07/02/2017,"1,316.40","1,314.10","1,314.10","1,314.10",0.00K,0.24%,,,
1163,06/02/2017,"1,313.30","1,313.30","1,313.30","1,313.30",0.91K,0.85%,,,
1164,03/02/2017,"1,302.20","1,302.20","1,302.20","1,302.20",0.87K,0.12%,,,
1165,02/02/2017,"1,300.60","1,300.60","1,300.60","1,300.60",1.51K,0.86%,,,
1166,01/02/2017,"1,289.50","1,289.00","1,291.00","1,289.00",0.00K,-0.18%,,,
1167,31/01/2017,"1,291.80","1,291.80","1,291.80","1,291.80",3.21K,1.21%,,,
1168,30/01/2017,"1,276.40","1,276.40","1,276.40","1,276.40",50.50K,0.37%,,,
1169,27/01/2017,"1,271.70","1,271.70","1,271.70","1,271.70",0.02K,-0.09%,,,
1170,26/01/2017,"1,272.90","1,275.10","1,275.10","1,275.10",0.01K,-0.64%,,,
1171,25/01/2017,"1,281.10","1,281.10","1,281.10","1,281.10",0.40K,-1.00%,,,
1172,24/01/2017,"1,294.10","1,299.60","1,299.60","1,295.40",0.01K,-0.37%,,,
1173,23/01/2017,"1,298.90","1,298.90","1,298.90","1,298.90",0.02K,0.75%,,,
1174,20/01/2017,"1,289.20","1,289.20","1,289.20","1,289.20",0.04K,0.29%,,,
1175,19/01/2017,"1,285.50","1,284.00","1,284.00","1,284.00",0.00K,-0.79%,,,
1176,18/01/2017,"1,295.70","1,295.70","1,295.70","1,295.70",0.11K,-0.13%,,,
1177,17/01/2017,"1,297.40","1,297.40","1,297.40","1,297.40",0.08K,7.86%,,,
1178,16/01/2017,"1,202.85","1,203.25","1,208.45","1,200.00",-,-0.04%,,,
1179,15/01/2017,"1,203.35","1,197.30","1,205.05","1,197.30",-,-6.08%,,,
1180,13/01/2017,"1,281.30","1,281.30","1,281.30","1,281.30",0.02K,-0.16%,,,
1181,12/01/2017,"1,283.30","1,283.30","1,283.30","1,283.30",0.11K,0.26%,,,
1182,11/01/2017,"1,280.00","1,280.00","1,280.00","1,280.00",0.02K,0.91%,,,
1183,10/01/2017,"1,268.50","1,268.50","1,268.50","1,268.50",0.00K,0.07%,,,
1184,09/01/2017,"1,267.60","1,262.80","1,262.80","1,262.80",0.00K,0.95%,,,
1185,06/01/2017,"1,255.70","1,256.00","1,256.00","1,256.00",0.01K,-0.51%,,,
1186,05/01/2017,"1,262.10","1,262.10","1,262.10","1,262.10",0.01K,1.20%,,,
1187,04/01/2017,"1,247.10","1,247.10","1,247.10","1,247.10",0.04K,0.19%,,,
1188,03/01/2017,"1,244.70","1,232.40","1,234.00","1,232.40",0.00K,8.14%,,,
1189,02/01/2017,"1,151.05","1,151.00","1,153.25","1,150.00",-,-6.76%,,,
1190,30/12/2016,"1,234.50","1,239.00","1,239.00","1,239.00",0.00K,-0.54%,,,
1191,29/12/2016,"1,241.20","1,241.20","1,241.20","1,241.20",0.95K,1.41%,,,
1192,28/12/2016,"1,224.00","1,224.00","1,224.00","1,224.00",0.21K,0.17%,,,
1193,27/12/2016,"1,221.90","1,221.90","1,221.90","1,221.90",0.00K,7.70%,,,
1194,26/12/2016,"1,134.55","1,135.00","1,136.05","1,134.00",-,-0.04%,,,
1195,25/12/2016,"1,135.00","1,135.00","1,135.00","1,135.00",-,-6.72%,,,
1196,23/12/2016,"1,216.80","1,216.80","1,216.80","1,216.80",0.00K,0.25%,,,
1197,22/12/2016,"1,213.80","1,213.80","1,213.80","1,213.80",0.10K,-0.22%,,,
1198,21/12/2016,"1,216.50","1,216.50","1,216.50","1,216.50",0.05K,-0.04%,,,
1199,20/12/2016,"1,217.00","1,217.00","1,217.00","1,217.00",0.00K,-0.73%,,,
1200,19/12/2016,"1,225.90","1,225.90","1,225.90","1,225.90",0.25K,0.41%,,,
1201,16/12/2016,"1,220.90","1,220.90","1,220.90","1,220.90",0.15K,0.64%,,,
1202,15/12/2016,"1,213.10","1,213.10","1,213.10","1,213.10",0.00K,-2.04%,,,
1203,14/12/2016,"1,238.30","1,238.30","1,238.30","1,238.30",0.01K,0.38%,,,
1204,13/12/2016,"1,233.60","1,233.60","1,233.60","1,233.60",0.64K,-0.54%,,,
1205,12/12/2016,"1,240.30","1,240.30","1,240.30","1,240.30",0.33K,0.35%,,,
1206,09/12/2016,"1,236.00","1,236.00","1,236.00","1,236.00",0.37K,-0.83%,,,
1207,08/12/2016,"1,246.40","1,246.40","1,246.40","1,246.40",0.32K,-0.34%,,,
1208,07/12/2016,"1,250.60","1,250.60","1,250.60","1,250.60",0.18K,1.26%,,,
1209,06/12/2016,"1,235.00","1,235.00","1,235.00","1,235.00",0.65K,-0.54%,,,
1210,05/12/2016,"1,241.70","1,236.70","1,236.70","1,236.70",0.00K,-0.06%,,,
1211,02/12/2016,"1,242.40","1,242.40","1,242.40","1,242.40",1.52K,0.71%,,,
1212,01/12/2016,"1,233.70","1,233.70","1,233.70","1,233.70",1.59K,-0.38%,,,
1213,30/11/2016,"1,238.40","1,238.40","1,238.40","1,238.40",7.16K,-1.36%,,,
1214,29/11/2016,"1,255.50","1,255.50","1,255.50","1,255.50",42.12K,-0.25%,,,
1215,28/11/2016,"1,258.60","1,258.60","1,258.60","1,258.60",0.02K,1.05%,,,
1216,25/11/2016,"1,245.50","1,245.50","1,245.50","1,245.50",0.01K,5.06%,,,
1217,24/11/2016,"1,185.55","1,189.20","1,190.30","1,179.75",-,-5.68%,,,
1218,23/11/2016,"1,256.90","1,256.90","1,256.90","1,256.90",0.31K,-1.65%,,,
1219,22/11/2016,"1,278.00","1,278.00","1,278.00","1,278.00",0.02K,0.09%,,,
1220,21/11/2016,"1,276.80","1,276.80","1,276.80","1,276.80",-,0.03%,,,
1221,18/11/2016,"1,276.40","1,276.40","1,276.40","1,276.40",0.61K,-0.58%,,,
1222,17/11/2016,"1,283.80","1,283.80","1,283.80","1,283.80",1.14K,-0.50%,,,
1223,16/11/2016,"1,290.30","1,290.30","1,290.30","1,290.30",0.07K,-0.05%,,,
1224,15/11/2016,"1,290.90","1,290.90","1,290.90","1,290.90",0.02K,0.31%,,,
1225,14/11/2016,"1,286.90","1,286.90","1,286.90","1,286.90",0.00K,0.33%,,,
1226,11/11/2016,"1,282.70","1,282.70","1,282.70","1,282.70",0.60K,-3.31%,,,
1227,10/11/2016,"1,326.60","1,326.60","1,326.60","1,326.60",0.06K,-0.68%,,,
1228,09/11/2016,"1,335.70","1,334.00","1,334.00","1,334.00",0.00K,-0.04%,,,
1229,08/11/2016,"1,336.20","1,336.20","1,336.20","1,336.20",0.05K,-0.31%,,,
1230,07/11/2016,"1,340.40","1,340.40","1,340.40","1,340.40",0.03K,-1.85%,,,
1231,04/11/2016,"1,365.70","1,365.70","1,365.70","1,365.70",0.01K,0.14%,,,
1232,03/11/2016,"1,363.80","1,363.80","1,363.80","1,363.80",0.07K,-0.31%,,,
1233,02/11/2016,"1,368.00","1,368.00","1,368.00","1,368.00",0.03K,1.48%,,,
1234,01/11/2016,"1,348.00","1,348.00","1,348.00","1,348.00",0.15K,1.07%,,,
1235,31/10/2016,"1,333.70","1,333.70","1,333.70","1,333.70",0.06K,-0.25%,,,
1236,28/10/2016,"1,337.10","1,337.10","1,337.10","1,337.10",0.56K,0.53%,,,
1237,27/10/2016,"1,330.00","1,330.00","1,330.00","1,330.00",0.00K,0.41%,,,
1238,26/10/2016,"1,324.60","1,324.60","1,324.60","1,324.60",0.28K,-0.53%,,,
1239,25/10/2016,"1,331.60","1,331.60","1,331.60","1,331.60",0.06K,1.09%,,,
1240,24/10/2016,"1,317.20","1,317.20","1,317.20","1,317.20",0.04K,-0.44%,,,
1241,21/10/2016,"1,323.00","1,323.00","1,323.00","1,323.00",0.22K,-0.04%,,,
1242,20/10/2016,"1,323.50","1,323.50","1,323.50","1,323.50",0.42K,-0.13%,,,
1243,19/10/2016,"1,325.20","1,325.20","1,325.20","1,325.20",0.22K,0.50%,,,
1244,18/10/2016,"1,318.60","1,318.60","1,318.60","1,318.60",0.01K,0.52%,,,
1245,17/10/2016,"1,311.80","1,311.80","1,311.80","1,311.80",0.04K,0.11%,,,
1246,14/10/2016,"1,310.40","1,310.40","1,310.40","1,310.40",0.31K,-0.14%,,,
1247,13/10/2016,"1,312.30","1,312.30","1,312.30","1,312.30",0.32K,0.35%,,,
1248,12/10/2016,"1,307.70","1,307.70","1,307.70","1,307.70",0.13K,-0.14%,,,
1249,11/10/2016,"1,309.50","1,309.50","1,309.50","1,309.50",0.03K,-0.33%,,,
1250,10/10/2016,"1,313.90","1,313.90","1,313.90","1,313.90",0.03K,0.72%,,,
1251,07/10/2016,"1,304.50","1,304.50","1,304.50","1,304.50",0.17K,-0.08%,,,
1252,06/10/2016,"1,305.50","1,305.50","1,305.50","1,305.50",0.11K,-1.20%,,,
1253,05/10/2016,"1,321.30","1,321.30","1,321.30","1,321.30",0.25K,-0.06%,,,
1254,04/10/2016,"1,322.10","1,322.10","1,322.10","1,322.10",1.89K,-3.21%,,,
1255,03/10/2016,"1,365.90","1,365.90","1,365.90","1,365.90",0.30K,-0.33%,,,
1256,30/09/2016,"1,370.40","1,383.50","1,383.50","1,383.50",0.00K,-0.63%,,,
1257,29/09/2016,"1,379.10","1,379.10","1,379.10","1,379.10",6.11K,0.17%,,,
1258,28/09/2016,"1,376.70","1,376.70","1,376.70","1,376.70",0.03K,-0.56%,,,
1259,27/09/2016,"1,384.40","1,384.40","1,384.40","1,384.40",0.05K,-1.02%,,,
1260,26/09/2016,"1,398.60","1,398.60","1,398.60","1,398.60",0.03K,0.19%,,,
1261,23/09/2016,"1,396.00","1,396.00","1,396.00","1,396.00",0.04K,-0.23%,,,
1262,22/09/2016,"1,399.20","1,399.20","1,399.20","1,399.20",0.02K,0.79%,,,
1263,21/09/2016,"1,388.30","1,388.30","1,388.30","1,388.30",0.08K,0.99%,,,
1264,20/09/2016,"1,374.70","1,374.70","1,374.70","1,374.70",0.10K,0.02%,,,
1265,19/09/2016,"1,374.40","1,374.40","1,374.40","1,374.40",0.02K,0.53%,,,
1266,16/09/2016,"1,367.10","1,367.10","1,367.10","1,367.10",0.00K,-0.57%,,,
1267,15/09/2016,"1,374.90","1,379.30","1,379.30","1,378.00",0.00K,-0.61%,,,
1268,14/09/2016,"1,383.30","1,386.70","1,386.70","1,379.20",0.01K,0.18%,,,
1269,13/09/2016,"1,380.80","1,380.80","1,380.80","1,380.80",0.25K,-0.26%,,,
1270,12/09/2016,"1,384.40","1,384.40","1,384.40","1,384.40",0.18K,-0.62%,,,
1271,09/09/2016,"1,393.10","1,393.10","1,393.10","1,393.10",0.04K,-0.51%,,,
1272,08/09/2016,"1,400.20","1,400.20","1,400.20","1,400.20",0.03K,-0.49%,,,
1273,07/09/2016,"1,407.10","1,407.10","1,407.10","1,407.10",0.01K,-0.28%,,,
1274,06/09/2016,"1,411.10","1,411.10","1,411.10","1,411.10",0.05K,6.01%,,,
1275,05/09/2016,"1,331.10","1,326.35","1,332.15","1,325.55",-,0.37%,,,
1276,04/09/2016,"1,326.25","1,328.20","1,328.75","1,326.15",-,-4.26%,,,
1277,02/09/2016,"1,385.30","1,385.30","1,385.30","1,385.30",0.06K,0.93%,,,
1278,01/09/2016,"1,372.60","1,372.60","1,372.60","1,372.60",0.23K,0.34%,,,
1279,31/08/2016,"1,367.90","1,367.90","1,367.90","1,367.90",0.21K,-0.48%,,,
1280,30/08/2016,"1,374.50","1,374.50","1,374.50","1,374.50",0.71K,-0.72%,,,
1281,29/08/2016,"1,384.40","1,384.40","1,384.40","1,384.40",0.04K,0.09%,,,
1282,26/08/2016,"1,383.20","1,383.20","1,383.20","1,383.20",0.14K,-0.06%,,,
1283,25/08/2016,"1,384.00","1,384.40","1,384.40","1,384.40",0.00K,-0.46%,,,
1284,24/08/2016,"1,390.40","1,389.00","1,389.00","1,389.00",0.00K,-1.24%,,,
1285,23/08/2016,"1,407.80","1,407.80","1,407.80","1,407.80",0.55K,0.19%,,,
1286,22/08/2016,"1,405.20","1,405.20","1,405.20","1,405.20",0.12K,-0.20%,,,
1287,19/08/2016,"1,408.00","1,408.00","1,408.00","1,408.00",0.20K,-0.78%,,,
1288,18/08/2016,"1,419.10","1,419.10","1,419.10","1,419.10",0.14K,0.60%,,,
1289,17/08/2016,"1,410.60","1,410.60","1,410.60","1,410.60",0.14K,-0.59%,,,
1290,16/08/2016,"1,419.00","1,410.70","1,410.70","1,410.70",0.00K,0.60%,,,
1291,15/08/2016,"1,410.60","1,410.60","1,410.60","1,410.60",0.00K,0.27%,,,
1292,12/08/2016,"1,406.80","1,406.80","1,406.80","1,406.80",0.11K,-0.51%,,,
1293,11/08/2016,"1,414.00","1,414.00","1,414.00","1,414.00",0.67K,-0.11%,,,
1294,10/08/2016,"1,415.60","1,415.60","1,415.60","1,415.60",0.11K,0.35%,,,
1295,09/08/2016,"1,410.60","1,409.90","1,409.90","1,409.90",0.00K,0.38%,,,
1296,08/08/2016,"1,405.30","1,405.30","1,405.30","1,405.30",0.59K,-0.18%,,,
1297,05/08/2016,"1,407.90","1,407.90","1,407.90","1,407.90",1.11K,-1.40%,,,
1298,04/08/2016,"1,427.90","1,427.90","1,427.90","1,427.90",0.38K,0.28%,,,
1299,03/08/2016,"1,423.90","1,423.90","1,423.90","1,423.90",0.72K,-0.38%,,,
1300,02/08/2016,"1,429.40","1,429.40","1,429.40","1,429.40",0.05K,0.93%,,,
1301,01/08/2016,"1,416.20","1,416.20","1,416.20","1,416.20",0.00K,0.04%,,,
1302,29/07/2016,"1,415.70","1,415.70","1,415.70","1,415.70",6.08K,1.21%,,,
1303,28/07/2016,"1,398.80","1,402.80","1,402.80","1,402.80",0.00K,0.49%,,,
1304,27/07/2016,"1,392.00","1,392.00","1,392.00","1,392.00",0.00K,0.68%,,,
1305,26/07/2016,"1,382.60","1,382.60","1,382.60","1,382.60",0.05K,0.09%,,,
1306,25/07/2016,"1,381.30","1,381.30","1,381.30","1,381.30",0.55K,-0.30%,,,
1307,22/07/2016,"1,385.50","1,385.50","1,385.50","1,385.50",0.06K,-0.48%,,,
1308,21/07/2016,"1,392.20","1,392.20","1,392.20","1,392.20",0.32K,0.91%,,,
1309,20/07/2016,"1,379.70","1,379.70","1,379.70","1,379.70",0.75K,-0.90%,,,
1310,19/07/2016,"1,392.30","1,392.30","1,392.30","1,392.30",0.35K,0.50%,,,
1311,18/07/2016,"1,385.40","1,385.40","1,385.40","1,385.40",0.05K,0.14%,,,
1312,15/07/2016,"1,383.50","1,383.50","1,383.50","1,383.50",0.05K,-0.30%,,,
1313,14/07/2016,"1,387.70","1,387.70","1,387.70","1,387.70",0.02K,-0.81%,,,
1314,13/07/2016,"1,399.00","1,399.00","1,399.00","1,399.00",0.00K,0.60%,,,
1315,12/07/2016,"1,390.70","1,390.70","1,390.70","1,390.70",0.25K,-1.46%,,,
1316,11/07/2016,"1,411.30","1,411.30","1,411.30","1,411.30",0.03K,-0.05%,,,
1317,08/07/2016,"1,412.00","1,412.00","1,412.00","1,412.00",0.25K,-0.21%,,,
1318,07/07/2016,"1,415.00","1,415.00","1,415.00","1,415.00",0.21K,-0.55%,,,
1319,06/07/2016,"1,422.80","1,422.80","1,422.80","1,422.80",0.00K,0.59%,,,
1320,05/07/2016,"1,414.40","1,414.40","1,414.40","1,414.40",0.00K,4.62%,,,
1321,04/07/2016,"1,352.00","1,345.00","1,360.15","1,343.00",-,0.48%,,,
1322,03/07/2016,"1,345.50","1,344.50","1,347.55","1,338.85",-,-3.50%,,,
1323,01/07/2016,"1,394.30","1,394.30","1,394.30","1,394.30",0.00K,1.40%,,,
1324,30/06/2016,"1,375.00","1,375.00","1,375.00","1,375.00",0.56K,-0.46%,,,
