Date,Price
2019-12-01,1510.7
2019-12-02,1507.3
2019-12-03,1522.8
2019-12-04,1518.7
2019-12-05,1521.7
2019-12-06,1504.2
2019-12-07,1504.2
2019-12-08,1504.2
2019-12-09,1505.6
2019-12-10,1508.9
2019-12-11,1515.8
2019-12-12,1513.6
2019-12-13,1523.0
2019-12-14,1523.0
2019-12-15,1523.0
2019-12-16,1523.2
2019-12-17,1523.5
2019-12-18,1521.0
2019-12-19,1526.6
2019-12-20,1523.1
2019-12-21,1523.1
2019-12-22,1523.1
2019-12-23,1531.2
2019-12-24,1547.3
2019-12-25,1504.05
2019-12-26,1557.1
2019-12-27,1561.2
2019-12-28,1561.2
2019-12-29,1561.2
2019-12-30,1562.3
2019-12-31,1567.6
2020-01-01,1520.95
2020-01-02,1572.1
2020-01-03,1596.4
2020-01-04,1596.4
2020-01-05,1596.4
2020-01-06,1613.3
2020-01-07,1618.7
2020-01-08,1603.8
2020-01-09,1597.8
2020-01-10,1603.3
2020-01-11,1603.3
2020-01-12,1603.3
2020-01-13,1593.7
2020-01-14,1587.5
2020-01-15,1596.6
2020-01-16,1593.0
2020-01-17,1603.4
2020-01-18,1603.4
2020-01-19,1603.4
2020-01-20,1561.25
2020-01-21,1601.0
2020-01-22,1599.7
2020-01-23,1608.3
2020-01-24,1615.4
2020-01-25,1615.4
2020-01-26,1615.4
2020-01-27,1620.8
2020-01-28,1613.2
2020-01-29,1614.5
2020-01-30,1627.3
2020-01-31,1626.1
2020-02-01,1626.1
2020-02-02,1626.1
2020-02-03,1621.0
2020-02-04,1595.0
2020-02-05,1602.2
2020-02-06,1609.5
2020-02-07,1612.8
2020-02-08,1612.8
2020-02-09,1612.8
2020-02-10,1618.2
2020-02-11,1608.8
2020-02-12,1609.8
2020-02-13,1617.0
2020-02-14,1624.1
2020-02-15,1624.1
2020-02-16,1624.1
2020-02-17,1587.05
2020-02-18,1641.1
2020-02-19,1649.5
2020-02-20,1658.0
2020-02-21,1686.3
2020-02-22,1686.3
2020-02-23,1686.3
2020-02-24,1713.5
2020-02-25,1686.4
2020-02-26,1678.2
2020-02-27,1676.4
2020-02-28,1596.6
2020-02-29,1596.6
2020-03-01,1596.6
2020-03-02,1620.6
2020-03-03,1670.0
2020-03-04,1666.9
2020-03-05,1690.5
2020-03-06,1691.6
2020-03-07,1691.6
2020-03-08,1691.6
2020-03-09,1691.5
2020-03-10,1676.6
2020-03-11,1658.3
2020-03-12,1606.5
2020-03-13,1532.2
2020-03-14,1532.2
2020-03-15,1532.2
2020-03-16,1500.0
2020-03-17,1541.1
2020-03-18,1494.6
2020-03-19,1497.2
2020-03-20,1501.4
2020-03-21,1501.4
2020-03-22,1501.4
2020-03-23,1588.3
2020-03-24,1669.2
2020-03-25,1639.0
2020-03-26,1668.3
2020-03-27,1661.0
2020-03-28,1661.0
2020-03-29,1661.0
2020-03-30,1649.3
2020-03-31,1602.7
2020-04-01,1597.6
2020-04-02,1642.7
2020-04-03,1650.1
2020-04-04,1650.1
2020-04-05,1650.1
2020-04-06,1696.0
2020-04-07,1685.4
2020-04-08,1685.8
2020-04-09,1755.4
2020-04-10,1740.6
2020-04-11,1740.6
2020-04-12,1740.6
2020-04-13,1764.6
2020-04-14,1773.5
2020-04-15,1748.2
2020-04-16,1739.4
2020-04-17,1705.6
2020-04-18,1705.6
2020-04-19,1705.6
2020-04-20,1718.0
2020-04-21,1694.9
2020-04-22,1746.5
2020-04-23,1754.5
2020-04-24,1745.6
2020-04-25,1745.6
2020-04-26,1745.6
2020-04-27,1735.5
2020-04-28,1735.4
2020-04-29,1727.0
2020-04-30,1709.9
2020-05-01,1717.8
2020-05-02,1717.8
2020-05-03,1717.8
2020-05-04,1737.7
2020-05-05,1740.5
2020-05-06,1718.4
2020-05-07,1757.6
2020-05-08,1748.3
2020-05-09,1748.3
2020-05-10,1748.3
2020-05-11,1731.5
2020-05-12,1738.5
2020-05-13,1747.1
2020-05-14,1770.9
2020-05-15,1786.2
2020-05-16,1786.2
2020-05-17,1786.2
2020-05-18,1767.9
2020-05-19,1780.4
2020-05-20,1788.2
2020-05-21,1756.4
2020-05-22,1770.8
2020-05-23,1770.8
2020-05-24,1770.8
2020-05-25,1727.0
2020-05-26,1745.9
2020-05-27,1746.8
2020-05-28,1750.3
2020-05-29,1773.8
2020-05-30,1773.8
2020-05-31,1773.8
2020-06-01,1773.7
2020-06-02,1759.6
2020-06-03,1732.8
2020-06-04,1759.3
2020-06-05,1716.0
2020-06-06,1716.0
2020-06-07,1716.0
2020-06-08,1738.5
2020-06-09,1755.0
2020-06-10,1753.5
2020-06-11,1771.3
2020-06-12,1768.1
2020-06-13,1768.1
2020-06-14,1768.1
2020-06-15,1758.5
2020-06-16,1768.2
2020-06-17,1767.4
2020-06-18,1761.9
2020-06-19,1782.1
2020-06-20,1782.1
2020-06-21,1782.1
2020-06-22,1794.7
2020-06-23,1809.7
2020-06-24,1805.1
2020-06-25,1800.9
2020-06-26,1810.8
2020-06-27,1810.8
2020-06-28,1810.8
2020-06-29,1812.6
2020-06-30,1833.2
2020-07-01,1814.8
2020-07-02,1825.0
2020-07-03,1787.6
2020-07-04,1787.6
2020-07-05,1787.6
2020-07-06,1830.8
2020-07-07,1851.8
2020-07-08,1871.2
2020-07-09,1854.0
2020-07-10,1852.0
2020-07-11,1852.0
2020-07-12,1852.0
2020-07-13,1864.8
2020-07-14,1862.7
2020-07-15,1862.8
2020-07-16,1847.4
2020-07-17,1854.3
2020-07-18,1854.3
2020-07-19,1854.3
2020-07-20,1860.8
2020-07-21,1891.9
2020-07-22,1919.0
2020-07-23,1947.2
2020-07-24,1957.5
2020-07-25,1957.5
2020-07-26,1957.5
2020-07-27,1988.3
2020-07-28,1996.6
2020-07-29,2007.7
2020-07-30,1997.7
2020-07-31,2017.1
2020-08-01,2017.1
2020-08-02,2017.1
2020-08-03,2017.7
2020-08-04,2052.6
2020-08-05,2081.7
2020-08-06,2103.2
2020-08-07,2061.4
2020-08-08,2061.4
2020-08-09,2061.4
2020-08-10,2072.4
2020-08-11,1976.1
2020-08-12,1976.5
2020-08-13,1998.3
2020-08-14,1976.8
2020-08-15,1976.8
2020-08-16,1976.8
2020-08-17,2021.6
2020-08-18,2036.2
2020-08-19,1992.5
2020-08-20,1969.5
2020-08-21,1969.6
2020-08-22,1969.6
2020-08-23,1969.6
2020-08-24,1962.3
2020-08-25,1945.2
2020-08-26,1974.4
2020-08-27,1953.1
2020-08-28,1993.2
2020-08-29,1993.2
2020-08-30,1993.2
2020-08-31,1999.1
2020-09-01,1998.8
2020-09-02,1964.5
2020-09-03,1956.0
2020-09-04,1952.8
2020-09-05,1952.8
2020-09-06,1952.8
2020-09-07,1937.1
2020-09-08,1961.8
2020-09-09,1972.9
2020-09-10,1983.2
2020-09-11,1967.4
2020-09-12,1967.4
2020-09-13,1967.4
2020-09-14,1983.9
2020-09-15,1986.4
2020-09-16,1990.7
2020-09-17,1969.3
2020-09-18,1981.9
2020-09-19,1981.9
2020-09-20,1981.9
2020-09-21,1930.0
2020-09-22,1927.5
2020-09-23,1887.0
2020-09-24,1894.9
2020-09-25,1884.8
2020-09-26,1884.8
2020-09-27,1884.8
2020-09-28,1901.0
2020-09-29,1922.1
2020-09-30,1914.6
2020-10-01,1935.4
2020-10-02,1926.6
2020-10-03,1926.6
2020-10-04,1926.6
2020-10-05,1939.0
2020-10-06,1928.3
2020-10-07,1911.6
2020-10-08,1916.8
2020-10-09,1947.8
2020-10-10,1947.8
2020-10-11,1947.8
2020-10-12,1950.7
2020-10-13,1916.7
2020-10-14,1929.8
2020-10-15,1930.8
2020-10-16,1928.3
2020-10-17,1928.3
2020-10-18,1928.3
2020-10-19,1933.0
2020-10-20,1936.3
2020-10-21,1950.3
2020-10-22,1925.7
2020-10-23,1926.4
2020-10-24,1926.4
2020-10-25,1926.4
2020-10-26,1927.1
2020-10-27,1932.9
2020-10-28,1900.0
2020-10-29,1888.2
2020-10-30,1899.9
2020-10-31,1899.9
2020-11-01,1899.9
2020-11-02,1912.5
2020-11-03,1930.1
2020-11-04,1916.1
2020-11-05,1967.3
2020-11-06,1973.0
2020-11-07,1973.0
2020-11-08,1973.0
2020-11-09,1874.5
2020-11-10,1896.9
2020-11-11,1881.1
2020-11-12,1893.5
2020-11-13,1906.3
2020-11-14,1906.3
2020-11-15,1906.3
2020-11-16,1906.0
2020-11-17,1902.6
2020-11-18,1889.5
2020-11-19,1877.4
2020-11-20,1888.2
2020-11-21,1888.2
2020-11-22,1888.2
2020-11-23,1854.3
2020-11-24,1820.6
2020-11-25,1820.2
2020-11-26,1807.0
2020-11-27,1797.5
2020-11-28,1797.5
2020-11-29,1797.5
2020-11-30,1790.2
2020-12-01,1827.8
2020-12-02,1838.4
2020-12-03,1849.0
2020-12-04,1849.0
2020-12-05,1849.0
2020-12-06,1849.0
2020-12-07,1875.3
2020-12-08,1884.2
2020-12-09,1847.7
2020-12-10,1846.9
2020-12-11,1853.1
2020-12-12,1853.1
2020-12-13,1853.1
2020-12-14,1841.9
2020-12-15,1864.9
2020-12-16,1867.9
2020-12-17,1899.5
2020-12-18,1898.2
2020-12-19,1898.2
2020-12-20,1898.2
2020-12-21,1892.2
2020-12-22,1880.0
2020-12-23,1887.6
2020-12-24,1893.1
2020-12-28,1890.8
2020-12-29,1893.4
2020-12-30,1904.0
2020-12-31,1905.8
2021-01-01,1901.6
2021-01-02,1901.6
2021-01-03,1901.6
2021-01-04,1957.6
2021-01-05,1965.2
2021-01-06,1919.4
2021-01-07,1924.0
2021-01-08,1845.4
2021-01-09,1845.4
2021-01-10,1845.4
2021-01-11,1860.9
2021-01-12,1854.1
2021-01-13,1864.6
2021-01-14,1861.0
2021-01-15,1839.0
2021-01-16,1839.0
2021-01-17,1839.0
2021-01-18,1836.6
2021-01-19,1849.0
2021-01-20,1874.8
2021-01-21,1874.0
2021-01-22,1864.8
2021-01-23,1864.8
2021-01-24,1864.8
2021-01-25,1863.9
2021-01-26,1859.8
2021-01-27,1853.8
2021-01-28,1845.8
2021-01-29,1854.7
2021-01-30,1854.7
2021-01-31,1854.7
2021-02-01,1867.4
2021-02-02,1837.6
2021-02-03,1839.6
2021-02-04,1795.9
2021-02-05,1817.8
2021-02-06,1817.8
2021-02-07,1817.8
2021-02-08,1838.9
2021-02-09,1842.4
2021-02-10,1847.7
2021-02-11,1832.0
2021-02-12,1828.1
2021-02-13,1828.1
2021-02-14,1828.1
2021-02-15,1818.75
2021-02-16,1803.9
2021-02-17,1777.7
2021-02-18,1779.9
2021-02-19,1782.2
2021-02-20,1782.2
2021-02-21,1782.2
2021-02-22,1813.2
2021-02-23,1810.5
2021-02-24,1802.8
2021-02-25,1780.8
2021-02-26,1734.0
2021-02-27,1734.0
2021-02-28,1734.0
2021-03-01,1728.2
2021-03-02,1738.8
2021-03-03,1721.0
2021-03-04,1705.9
2021-03-05,1703.8
2021-03-06,1703.8
2021-03-07,1703.8
2021-03-08,1682.9
2021-03-09,1721.9
2021-03-10,1726.5
2021-03-11,1727.2
2021-03-12,1724.3
2021-03-13,1724.3
2021-03-14,1724.3
2021-03-15,1733.8
2021-03-16,1735.2
2021-03-17,1731.1
2021-03-18,1736.5
2021-03-19,1745.8
2021-03-20,1745.8
2021-03-21,1745.8
2021-03-22,1742.4
2021-03-23,1729.5
2021-03-24,1737.2
2021-03-25,1729.1
2021-03-26,1736.5
2021-03-27,1736.5
2021-03-28,1736.5
2021-03-29,1716.5
2021-03-30,1687.9
2021-03-31,1717.5
2021-04-01,1730.3
2021-04-05,1730.7
2021-04-06,1745.0
2021-04-07,1743.6
2021-04-08,1760.3
2021-04-09,1746.8
2021-04-10,1746.8
2021-04-11,1746.8
2021-04-12,1734.6
2021-04-13,1749.5
2021-04-14,1738.2
2021-04-15,1768.8
2021-04-16,1782.2
2021-04-17,1782.2
2021-04-18,1782.2
2021-04-19,1772.7
2021-04-20,1780.4
2021-04-21,1795.2
2021-04-22,1784.0
2021-04-23,1779.9
2021-04-24,1779.9
2021-04-25,1779.9
2021-04-26,1782.3
2021-04-27,1781.0
2021-04-28,1776.1
2021-04-29,1770.5
2021-04-30,1769.8
2021-05-01,1769.8
2021-05-02,1769.8
2021-05-03,1794.0
2021-05-04,1778.2
2021-05-05,1786.5
2021-05-06,1817.9
2021-05-07,1833.5
2021-05-08,1833.5
2021-05-09,1833.5
2021-05-10,1839.8
2021-05-11,1838.1
2021-05-12,1824.8
2021-05-13,1826.1
2021-05-14,1840.0
2021-05-15,1840.0
2021-05-16,1840.0
2021-05-17,1869.6
2021-05-18,1870.1
2021-05-19,1883.4
2021-05-20,1883.9
2021-05-21,1878.9
2021-05-22,1878.9
2021-05-23,1878.9
2021-05-24,1886.7
2021-05-25,1900.5
2021-05-26,1903.8
2021-05-27,1898.5
2021-05-28,1905.3
2021-05-29,1905.3
2021-05-30,1905.3
2021-05-31,1911.15
2021-06-01,1905.0
2021-06-02,1909.9
2021-06-03,1873.3
2021-06-04,1892.0
2021-06-05,1892.0
2021-06-06,1892.0
2021-06-07,1898.8
2021-06-08,1894.4
2021-06-09,1895.5
2021-06-10,1896.4
2021-06-11,1879.6
2021-06-12,1879.6
2021-06-13,1879.6
2021-06-14,1865.9
2021-06-15,1856.4
2021-06-16,1861.4
2021-06-17,1774.8
2021-06-18,1769.0
2021-06-19,1769.0
2021-06-20,1769.0
2021-06-21,1782.9
2021-06-22,1777.4
2021-06-23,1783.4
2021-06-24,1776.7
2021-06-25,1777.8
2021-06-26,1777.8
2021-06-27,1777.8
2021-06-28,1780.7
2021-06-29,1763.6
2021-06-30,1771.6
